class,desc,feature_specific,index,level,name,parent,prerequisites,reference,subclass,url
&{[index name url] map[index:rogue name:Rogue url:/api/classes/rogue]},"[When you reach 4th level, and again at 8th, 10th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.]",,rogue-ability-score-improvement-1,4,Ability Score Improvement,,[],,,/api/features/rogue-ability-score-improvement-1
&{[index name url] map[index:rogue name:Rogue url:/api/classes/rogue]},"[Starting at 5th level, when an attacker that you can see hits you with an attack, you can use your reaction to halve the attack's damage against you.]",,uncanny-dodge,5,Uncanny Dodge,,[],,,/api/features/uncanny-dodge
&{[index name url] map[index:rogue name:Rogue url:/api/classes/rogue]},"[At 1st level, choose two of your skill proficiencies, or one of your skill proficiencies and your proficiency with thieves' tools. Your proficiency bonus is doubled for any ability check you make that uses either of the chosen proficiencies. At 6th level, you can choose two more of your proficiencies (in skills or with thieves' tools) to gain this benefit]",&{[expertise_options] map[expertise_options:0x140000db1e0]},rogue-expertise-2,6,Expertise,,[],,,/api/features/rogue-expertise-2
&{[index name url] map[index:rogue name:Rogue url:/api/classes/rogue]},"[Beginning at 7th level, you can nimbly dodge out of the way of certain area effects, such as a red dragon's fiery breath or an ice storm spell. When you are subjected to an effect that allows you to make a Dexterity saving throw to take only half damage, you instead take no damage if you succeed on the saving throw, and only half damage if you fail.]",,rogue-evasion,7,Evasion,,[],,,/api/features/rogue-evasion
&{[index name url] map[index:rogue name:Rogue url:/api/classes/rogue]},"[When you reach 4th level, and again at 8th, 10th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.]",,rogue-ability-score-improvement-2,8,Ability Score Improvement,,[],,,/api/features/rogue-ability-score-improvement-2
&{[index name url] map[index:rogue name:Rogue url:/api/classes/rogue]},"[Starting at 9th level, you have advantage on a Dexterity (Stealth) check if you move no more than half your speed on the same turn.]",,supreme-sneak,9,Supreme Sneak,,[],,&{[index name url] map[index:thief name:Thief url:/api/subclasses/thief]},/api/features/supreme-sneak
&{[index name url] map[index:rogue name:Rogue url:/api/classes/rogue]},"[When you reach 4th level, and again at 8th, 10th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.]",,rogue-ability-score-improvement-3,10,Ability Score Improvement,,[],,,/api/features/rogue-ability-score-improvement-3
&{[index name url] map[index:rogue name:Rogue url:/api/classes/rogue]},"[By 11th level, you have refined your chosen skills until they approach perfection. Whenever you make an ability check that lets you add your proficiency bonus, you can treat a d20 roll of 9 or lower as a 10.]",,reliable-talent,11,Reliable Talent,,[],,,/api/features/reliable-talent
&{[index name url] map[index:rogue name:Rogue url:/api/classes/rogue]},"[When you reach 4th level, and again at 8th, 10th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.]",,rogue-ability-score-improvement-4,12,Ability Score Improvement,,[],,,/api/features/rogue-ability-score-improvement-4
&{[index name url] map[index:rogue name:Rogue url:/api/classes/rogue]},"[By 13th level, you have learned enough about the workings of magic that you can improvise the use of items even when they are not intended for you. You ignore all class, race, and level requirements on the use of magic items.]",,use-magic-device,13,Use Magic Device,,[],,&{[index name url] map[index:thief name:Thief url:/api/subclasses/thief]},/api/features/use-magic-device
&{[index name url] map[index:rogue name:Rogue url:/api/classes/rogue]},"[Starting at 14th level, if you are able to hear, you are aware of the location of any hidden or invisible creature within 10 feet of you.]",,blindsense,14,Blindsense,,[],,,/api/features/blindsense
&{[index name url] map[index:rogue name:Rogue url:/api/classes/rogue]},"[By 15th level, you have acquired greater mental strength. You gain proficiency in Wisdom saving throws.]",,slippery-mind,15,Slippery Mind,,[],,,/api/features/slippery-mind
&{[index name url] map[index:rogue name:Rogue url:/api/classes/rogue]},"[When you reach 4th level, and again at 8th, 10th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.]",,rogue-ability-score-improvement-5,16,Ability Score Improvement,,[],,,/api/features/rogue-ability-score-improvement-5
&{[index name url] map[index:rogue name:Rogue url:/api/classes/rogue]},"[When you reach 17th level, you have become adept at laying ambushes and quickly escaping danger. You can take two turns during the first round of any combat. You take your first turn at your normal initiative and your second turn at your initiative minus 10. You can't use this feature when you are surprised.]",,thiefs-reflexes,17,Thief's Reflexes,,[],,&{[index name url] map[index:thief name:Thief url:/api/subclasses/thief]},/api/features/thiefs-reflexes
&{[index name url] map[index:rogue name:Rogue url:/api/classes/rogue]},"[Beginning at 18th level, you are so evasive that attackers rarely gain the upper hand against you. No attack roll has advantage against you while you aren't incapacitated.]",,elusive,18,Elusive,,[],,,/api/features/elusive
&{[index name url] map[index:rogue name:Rogue url:/api/classes/rogue]},"[When you reach 4th level, and again at 8th, 10th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.]",,rogue-ability-score-improvement-6,19,Ability Score Improvement,,[],,,/api/features/rogue-ability-score-improvement-6
&{[index name url] map[index:rogue name:Rogue url:/api/classes/rogue]},"[At 20th level, you have an uncanny knack for succeeding when you need to. If your attack misses a target within range, you can turn the miss into a hit. Alternatively, if you fail an ability check, you can treat the d20 roll as a 20. Once you use this feature, you can't use it again until you finish a short or long rest.]",,stroke-of-luck,20,Stroke of Luck,,[],,,/api/features/stroke-of-luck
&{[index name url] map[index:sorcerer name:Sorcerer url:/api/classes/sorcerer]},"[An event in your past, or in the life of a parent or ancestor, left an indelible mark on you, infusing you with arcane magic. This font of magic, whatever its origin, fuels your spells.]",,spellcasting-sorcerer,1,Spellcasting: Sorcerer,,[],/api/classes/sorcerer/spellcasting,,/api/features/spellcasting-sorcerer
&{[index name url] map[index:sorcerer name:Sorcerer url:/api/classes/sorcerer]},"[Choose a sorcerous origin, which describes the source of your innate magical power, such as Draconic Bloodline. Your choice grants you features when you choose it at 1st level and again at 6th, 14th, and 18th level.]",,sorcerous-origin,1,Sorcerous Origin,,[],,,/api/features/sorcerous-origin
&{[index name url] map[index:sorcerer name:Sorcerer url:/api/classes/sorcerer]},"[At 1st level, you choose one type of dragon as your ancestor. The damage type associated with each dragon is used by features you gain later. You can speak, read, and write Draconic. Additionally, whenever you make a Charisma check when interacting with dragons, your proficiency bonus is doubled if it applies to the check.]",&{[subfeature_options] map[subfeature_options:0x1400015e920]},dragon-ancestor,1,Dragon Ancestor,,[],,&{[index name url] map[index:draconic name:Draconic url:/api/subclasses/draconic]},/api/features/dragon-ancestor
&{[index name url] map[index:sorcerer name:Sorcerer url:/api/classes/sorcerer]},"[At 1st level, you choose one type of dragon as your ancestor. The damage type associated with each dragon is used by features you gain later. You can speak, read, and write Draconic. Additionally, whenever you make a Charisma check when interacting with dragons, your proficiency bonus is doubled if it applies to the check.]",,dragon-ancestor-black---acid-damage,1,Dragon Ancestor: Black - Acid Damage,&{[index name url] map[index:dragon-ancestor name:Dragon Ancestor url:/api/features/dragon-ancestor]},[],,&{[index name url] map[index:draconic name:Draconic url:/api/subclasses/draconic]},/api/features/dragon-ancestor-black---acid-damage
